1696.0,1066.6666666666667,896.0,1269.433160984413,1097.6013060951116
1681.0,1124.3333333333333,1133.5999999999999,1238.9343253855125,1215.5495548763784
1696.0,1042.6666666666667,964.0,1224.8998942302637,1105.4366159800134
400.0,434.0,562.39999999999998,420.28925503628517,510.00011917462541
2175.0,2142.6666666666665,1773.5999999999999,2153.138360984859,1858.0431446551561
1681.0,2000.6666666666667,1889.5999999999999,1921.1592751420123,1862.096319663744
1681.0,1253.0,1438.5999999999999,1387.1079396525768,1497.4286703362191
1800.0,1336.6666666666667,1289.8,1383.5882233788323,1308.2243846340584
1220.0,1709.0,1704.4000000000001,1647.8761594193136,1663.6626251133123
1681.0,2000.6666666666667,2051.8000000000002,1886.1382708157996,1932.5778059782976
514.0,942.66666666666663,773.60000000000002,944.71824061911491,833.01448660890969
2226.0,1873.6666666666667,1881.8,2082.3086592744844,2042.6443661289788
1681.0,2133.0,1930.5999999999999,1865.9732959865139,1873.4081052082197
1980.0,924.66666666666663,1419.0,1682.301936041164,1730.6895731540485
3684.0,3742.3333333333335,3380.8000000000002,3709.1779502189702,3524.5934820557186
3950.0,3449.0,2647.0,3526.9342662689255,2970.6890692957113
3684.0,3105.0,3109.5999999999999,3194.2252510295502,3160.3827035850463
1980.0,2232.6666666666665,1755.2,2133.7219936249439,1822.0449894298772
3684.0,3438.0,3571.4000000000001,3467.3626755633936,3559.4988674632164
1681.0,2452.6666666666665,2815.8000000000002,2398.4819798370409,2697.6550654255216
2146.0,1818.6666666666667,1863.2,1900.6292284093495,1913.2837006546049
3950.0,3526.6666666666665,3380.8000000000002,3744.7372042480461,3680.3744753547821
3950.0,3528.3333333333335,3074.1999999999998,3681.887904044459,3454.918845403728
3037.0,2585.0,3077.8000000000002,2606.4761343137379,3052.8694626835722
2568.0,1510.0,1869.0,1753.481090137712,1923.8885215548453
3950.0,3209.0,3380.8000000000002,3579.294707960662,3593.4124212139004
